Sample_Index,Normalized_Voltage
181,2.949339790633067
182,2.949339790633067
183,2.949339790633067
184,2.949339790633067
185,2.949339790633067
186,2.949339790633067
187,2.949339790633067
188,2.949339790633067
189,2.949339790633067
190,2.949339790633067
191,2.949339790633067
192,2.949339790633067
193,2.949339790633067
194,2.949339790633067
195,2.949339790633067
196,2.949339790633067
197,2.949339790633067
198,2.949339790633067
199,2.949339790633067
200,2.949339790633067
201,2.96260243955806
202,2.977018989422692
203,2.9914355392873233
204,3.005852089151955
205,3.020268639016587
206,3.0214513874797184
207,3.0214513874797184
208,3.0214513874797184
209,3.0214513874797184
210,3.0214513874797184
211,3.0214513874797184
212,3.0214513874797184
213,3.0214513874797184
214,3.0214513874797184
215,3.0214513874797184
216,3.0082752811252
217,2.993858731260568
218,2.979442181395936
219,2.9650256315313026
220,2.950609081666671
221,2.949339790633067
222,2.949339790633067
223,2.949339790633067
224,2.949339790633067
225,2.949339790633067
226,2.949339790633067
227,2.949339790633067
228,2.949339790633067
229,2.949339790633067
230,2.949339790633067
231,2.949339790633067
232,2.949339790633067
233,2.949339790633067
234,2.949339790633067
235,2.949339790633067
236,2.962400506893623
237,2.976817056758255
238,2.991233606622887
239,3.0056501564875187
240,3.02006670635215
241,3.034483256216782
242,3.0488998060814136
243,3.0633163559460472
244,3.077732905810679
245,3.092149455675311
246,3.1065660055399427
247,3.120982555404574
248,3.135399105269206
249,3.1498156551338394
250,3.1642322049984712
251,3.178648754863103
252,3.193065304727735
253,3.2074818545923662
254,3.221898404456998
255,3.2363149543216316
256,3.2507315041862634
257,3.2651480540508953
258,3.279564603915527
259,3.2939811537801584
260,3.3083977036447925
261,3.3228142535094243
262,3.3372308033740556
263,3.3516473532386875
264,3.3660639031033193
265,3.380480452967951
266,3.3948970028325824
267,3.4093135526972165
268,3.423730102561848
269,3.4381466524264797
270,3.4525632022911115
271,3.4669797521557433
272,3.4813963020203746
273,3.4958128518850087
274,3.51022940174964
275,3.524645951614272
276,3.5390625014789037
277,3.5534790513435355
278,3.567895601208169
279,3.582312151072801
280,3.5967287009374327
281,3.611145250802064
282,3.625561800666696
283,3.6399783505313277
284,3.6543949003959613
285,3.668811450260593
286,3.683228000125225
287,3.6976445499898563
288,3.712061099854488
289,3.72647764971912
290,3.7408941995837517
291,3.7425673559462305
292,3.7425673559462305
293,3.7425673559462305
294,3.7425673559462305
295,3.7425673559462305
296,3.7552819019248944
297,3.7696984517895262
298,3.784115001654158
299,3.79853155151879
300,3.812948101383421
301,3.827364651248053
302,3.841781201112685
303,3.8561977509773184
304,3.8706143008419502
305,3.885030850706582
306,3.8994474005712134
307,3.9138639504358452
308,3.9282805003004793
309,3.942697050165109
310,3.9571136000297424
311,3.9715301498943743
312,3.985946699759006
313,4.000363249623637
314,4.014779799488269
315,4.029196349352901
316,4.043612899217535
317,4.0580294490821665
318,4.072445998946798
319,4.08686254881143
320,4.101279098676062
321,4.1156956485406955
322,4.130112198405327
323,4.144528748269958
324,4.15894529813459
325,4.173361847999222
326,4.2003198587015715
327,4.229152958430837
328,4.257986058160101
329,4.286819157889366
330,4.31565225761863
331,4.331972744033668
332,4.346389293898297
333,4.360805843762931
334,4.3752223936275625
335,4.389638943492194
336,4.404055493356826
337,4.418472043221458
338,4.4328885930860915
339,4.447305142950723
340,4.461721692815355
341,4.476138242679987
342,4.490554792544618
343,4.50497134240925
344,4.5193878922738815
345,4.533804442138515
346,4.535794921259394
347,4.535794921259394
348,4.535794921259394
349,4.535794921259394
350,4.535794921259394
351,4.560589367699917
352,4.589422467429181
353,4.618255567158443
354,4.64708866688771
355,4.675921766616972
356,4.704754866346238
357,4.733587966075501
358,4.762421065804765
359,4.79125416553403
360,4.820087265263294
361,4.8365808368192775
362,4.850997386683912
363,4.865413936548543
364,4.879830486413175
365,4.8942470362778066
366,4.89635290549265
367,4.89635290549265
368,4.89635290549265
369,4.89635290549265
370,4.89635290549265
371,4.89635290549265
372,4.89635290549265
373,4.89635290549265
374,4.89635290549265
375,4.89635290549265
376,4.89635290549265
377,4.89635290549265
378,4.89635290549265
379,4.89635290549265
380,4.89635290549265
381,4.89635290549265
382,4.89635290549265
383,4.89635290549265
384,4.89635290549265
385,4.89635290549265
386,4.89635290549265
387,4.89635290549265
388,4.89635290549265
389,4.89635290549265
390,4.89635290549265
391,4.89635290549265
392,4.89635290549265
393,4.89635290549265
394,4.89635290549265
395,4.89635290549265
396,4.89635290549265
397,4.89635290549265
398,4.89635290549265
399,4.89635290549265
400,4.89635290549265
401,4.89635290549265
402,4.89635290549265
403,4.89635290549265
404,4.89635290549265
405,4.89635290549265
406,4.89635290549265
407,4.89635290549265
408,4.89635290549265
409,4.89635290549265
410,4.89635290549265
411,4.89635290549265
412,4.89635290549265
413,4.89635290549265
414,4.89635290549265
415,4.89635290549265
416,4.89635290549265
417,4.89635290549265
418,4.89635290549265
419,4.89635290549265
420,4.89635290549265
421,4.89635290549265
422,4.89635290549265
423,4.89635290549265
424,4.89635290549265
425,4.89635290549265
426,4.89635290549265
427,4.89635290549265
428,4.89635290549265
429,4.89635290549265
430,4.89635290549265
431,4.89635290549265
432,4.89635290549265
433,4.89635290549265
434,4.89635290549265
435,4.89635290549265
436,4.89635290549265
437,4.89635290549265
438,4.89635290549265
439,4.89635290549265
440,4.89635290549265
441,4.89635290549265
442,4.89635290549265
443,4.89635290549265
444,4.89635290549265
445,4.89635290549265
446,4.89635290549265
447,4.89635290549265
448,4.89635290549265
449,4.89635290549265
450,4.89635290549265
451,4.89635290549265
452,4.89635290549265
453,4.89635290549265
454,4.89635290549265
455,4.89635290549265
456,4.89635290549265
457,4.89635290549265
458,4.89635290549265
459,4.89635290549265
460,4.89635290549265
461,4.89635290549265
462,4.89635290549265
463,4.89635290549265
464,4.89635290549265
465,4.89635290549265
466,4.89635290549265
467,4.89635290549265
468,4.89635290549265
469,4.89635290549265
470,4.89635290549265
471,4.89635290549265
472,4.89635290549265
473,4.89635290549265
474,4.89635290549265
475,4.89635290549265
476,4.89635290549265
477,4.89635290549265
478,4.89635290549265
479,4.89635290549265
480,4.89635290549265
481,4.89635290549265
482,4.89635290549265
483,4.89635290549265
484,4.89635290549265
485,4.89635290549265
486,4.89635290549265
487,4.89635290549265
488,4.89635290549265
489,4.89635290549265
490,4.89635290549265
491,4.89635290549265
492,4.89635290549265
493,4.89635290549265
494,4.89635290549265
495,4.89635290549265
496,4.89635290549265
497,4.89635290549265
498,4.89635290549265
499,4.89635290549265
500,4.89635290549265
501,4.89635290549265
502,4.89635290549265
503,4.89635290549265
504,4.89635290549265
505,4.89635290549265
506,4.89635290549265
507,4.89635290549265
508,4.89635290549265
509,4.89635290549265
510,4.89635290549265
511,4.89635290549265
512,4.89635290549265
513,4.89635290549265
514,4.89635290549265
515,4.89635290549265
516,4.89635290549265
517,4.89635290549265
518,4.89635290549265
519,4.89635290549265
520,4.89635290549265
521,4.782188831276963
522,4.638023332630652
523,4.493857833984332
524,4.34969233533801
525,4.205526836691689
526,4.061361338045368
527,3.917195839399049
528,3.77303034075273
529,3.628864842106411
530,3.484699343460092
531,3.3405338448137707
532,3.1963683461674495
533,3.0522028475211287
534,2.9080373488748075
535,2.7638718502284862
536,2.6197063515821655
537,2.4755408529358442
538,2.331375354289523
539,2.1872098556432022
540,2.043044356996881
541,1.8988788583505702
542,1.7547133597042492
543,1.610547861057928
544,1.466382362411606
545,1.322216863765285
546,1.1780513651189637
547,1.0338858664726427
548,0.8897203678263217
549,0.7455548691800006
550,0.6013893705336795
551,0.4572238718873584
552,0.3130583732410373
553,0.16889287459471625
554,0.024727375948395157
555,-0.11943812269792592
556,-0.16267334853006543
557,-0.17708989839469816
558,-0.19150644825932986
559,-0.2059229981239626
560,-0.22033954798859326
561,-0.2235704706195857
562,-0.2235704706195857
563,-0.2235704706195857
564,-0.2235704706195857
565,-0.2235704706195857
566,-0.21241369090943713
567,-0.1979971410448044
568,-0.1835805911801727
569,-0.16916404131553997
570,-0.15474749145090827
571,-0.1514588737729345
572,-0.1514588737729345
573,-0.1514588737729345
574,-0.1514588737729345
575,-0.1514588737729345
576,-0.14035978910976724
577,-0.12594323924513554
578,-0.11152668938050384
579,-0.09711013951587215
580,-0.08269358965124045
581,-0.0793472769262833
582,-0.0793472769262833
583,-0.0793472769262833
584,-0.0793472769262833
585,-0.0793472769262833
586,-0.06830588731009839
587,-0.05388933744546669
588,-0.03947278758083499
589,-0.02505623771620227
590,-0.010639687851570571
591,-0.0072356800796320835
592,-0.0072356800796320835
593,-0.0072356800796320835
594,-0.0072356800796320835
595,-0.0072356800796320835
596,-0.0072356800796320835
597,-0.0072356800796320835
598,-0.0072356800796320835
599,-0.0072356800796320835
600,-0.0072356800796320835
601,0.0037191669660797968
602,0.018135716830711496
603,0.032552266695344216
604,0.046968816559975916
605,0.06138536642460762
606,0.06487591676701912
607,0.06487591676701912
608,0.06487591676701912
609,0.06487591676701912
610,0.06487591676701912
611,0.07577306876574967
612,0.09018961863038137
613,0.1046061684950141
614,0.11902271835964578
615,0.13343926822427749
616,0.13698751361367031
617,0.13698751361367031
618,0.13698751361367031
619,0.13698751361367031
620,0.13698751361367031
621,0.13698751361367031
622,0.13698751361367031
623,0.13698751361367031
624,0.13698751361367031
625,0.13698751361367031
626,0.13698751361367031
627,0.13698751361367031
628,0.13698751361367031
629,0.13698751361367031
630,0.13698751361367031
631,0.14776927551843513
632,0.16218582538306786
633,0.17660237524769956
634,0.1910189251123323
635,0.20543547497696502
636,0.20909911046032154
637,0.20909911046032154
638,0.20909911046032154
639,0.20909911046032154
640,0.20909911046032154
641,0.20909911046032154
642,0.20909911046032154
643,0.20909911046032154
644,0.20909911046032154
645,0.20909911046032154
646,0.21979432979461333
647,0.23421087965924606
648,0.24862742952387876
649,0.2630439793885105
650,0.2774605292531432
651,0.28121070730697273
652,0.28121070730697273
653,0.28121070730697273
654,0.28121070730697273
655,0.28121070730697273
656,0.2918482315942832
657,0.30626478145891595
658,0.32068133132354865
659,0.33509788118818035
660,0.34951443105281305
661,0.36393098091744475
662,0.37834753078207645
663,0.3927640806467092
664,0.40718063051133885
665,0.42159718037597055
666,0.42543390100027517
667,0.42543390100027517
668,0.42543390100027517
669,0.42543390100027517
670,0.42543390100027517
671,0.42543390100027517
672,0.42543390100027517
673,0.42543390100027517
674,0.42543390100027517
675,0.42543390100027517
676,0.4149117668069284
677,0.4004952169422967
678,0.386078667077664
679,0.3716621172130323
680,0.3572455673483995
681,0.3533223041536239
682,0.3533223041536239
683,0.3533223041536239
684,0.3533223041536239
685,0.3533223041536239
686,0.3428578650072595
687,0.3284413151426268
688,0.3140247652779951
689,0.2996082154133634
690,0.2851916655487317
691,0.270775115684099
692,0.2563585658194673
693,0.24194201595483456
694,0.22752546609020183
695,0.21310891622557016
696,0.19869236636093845
697,0.18427581649630573
698,0.16985926663167403
699,0.15544271676704233
700,0.14102616690241063
701,0.1266096170377779
702,0.11219306717314825
703,0.09777651730851553
704,0.08335996744388281
705,0.06894341757925111
706,0.06487591676701912
707,0.06487591676701912
708,0.06487591676701912
709,0.06487591676701912
710,0.06487591676701912
711,0.05455571523811008
712,0.04013916537347838
713,0.025722615508845657
714,0.011306065644212935
715,-0.003110484220418763
716,-0.0072356800796320835
717,-0.0072356800796320835
718,-0.0072356800796320835
719,-0.0072356800796320835
720,-0.0072356800796320835
721,-0.017498186561559794
722,-0.03191473642619252
723,-0.04633128629082422
724,-0.06074783615545694
725,-0.07516438602008864
726,-0.0793472769262833
727,-0.0793472769262833
728,-0.0793472769262833
729,-0.0793472769262833
730,-0.0793472769262833
731,-0.08955208836122967
732,-0.10396863822586137
733,-0.11838518809049306
734,-0.13280173795512476
735,-0.1472182878197575
736,-0.1718108015958439
737,-0.2006439013251083
738,-0.22947700105437374
739,-0.25831010078363814
740,-0.2871432005128985
741,-0.29568206746623693
742,-0.29568206746623693
743,-0.29568206746623693
744,-0.29568206746623693
745,-0.29568206746623693
746,-0.2855637986017656
747,-0.27114724873713286
748,-0.25673069887250116
749,-0.24231414900786846
750,-0.22789759914323574
751,-0.21348104927860403
752,-0.19906449941397233
753,-0.18464794954934063
754,-0.1702313996847079
755,-0.1558148498200762
756,-0.1514588737729345
757,-0.1514588737729345
758,-0.1514588737729345
759,-0.1514588737729345
760,-0.1514588737729345
761,-0.17152232636093517
762,-0.20035542609019857
763,-0.229188525819463
764,-0.2580216255487264
765,-0.28685472527799083
766,-0.29568206746623693
767,-0.29568206746623693
768,-0.29568206746623693
769,-0.29568206746623693
770,-0.29568206746623693
771,-0.29568206746623693
772,-0.29568206746623693
773,-0.29568206746623693
774,-0.29568206746623693
775,-0.29568206746623693
776,-0.29568206746623693
777,-0.29568206746623693
778,-0.29568206746623693
779,-0.29568206746623693
780,-0.29568206746623693
781,-0.29568206746623693
782,-0.29568206746623693
783,-0.29568206746623693
784,-0.29568206746623693
785,-0.29568206746623693
786,-0.28579457878969294
787,-0.27137802892506124
788,-0.25696147906042854
789,-0.24254492919579684
790,-0.22812837933116514
791,-0.2235704706195857
792,-0.2235704706195857
793,-0.2235704706195857
794,-0.2235704706195857
795,-0.2235704706195857
796,-0.2235704706195857
797,-0.2235704706195857
798,-0.2235704706195857
799,-0.2235704706195857
800,-0.2235704706195857
801,-0.21376952451351375
802,-0.19935297464888205
803,-0.18493642478424935
804,-0.17051987491961765
805,-0.15610332505498492
806,-0.1514588737729345
807,-0.1514588737729345
808,-0.1514588737729345
809,-0.1514588737729345
810,-0.1514588737729345
811,-0.1417156227138439
812,-0.12729907284921219
813,-0.11288252298457946
814,-0.09846597311994675
815,-0.08404942325531504
816,-0.0890616804618822
817,-0.1034782303265139
818,-0.1178947801911456
819,-0.1323113300557773
820,-0.146727879920409
821,-0.14177331776082727
822,-0.12735676789619557
823,-0.11294021803156387
824,-0.09852366816693217
825,-0.08410711830230047
826,-0.06969056843766774
827,-0.05527401857303502
828,-0.04085746870840333
829,-0.026440918843770606
830,-0.012024368979138908
831,-0.01686354104475798
832,-0.03128009090938968
833,-0.04569664077402138
834,-0.06011319063865308
835,-0.0745297405032858
836,-0.0793472769262833
837,-0.0793472769262833
838,-0.0793472769262833
839,-0.0793472769262833
840,-0.0793472769262833
841,-0.0793472769262833
842,-0.0793472769262833
843,-0.0793472769262833
844,-0.0793472769262833
845,-0.0793472769262833
846,-0.0793472769262833
847,-0.0793472769262833
848,-0.0793472769262833
849,-0.0793472769262833
850,-0.0793472769262833
851,-0.0793472769262833
852,-0.0793472769262833
853,-0.0793472769262833
854,-0.0793472769262833
855,-0.0793472769262833
856,-0.08883090027395278
857,-0.10324745013858551
858,-0.11766400000321721
859,-0.13208054986784992
860,-0.14649709973248265
861,-0.1514588737729345
862,-0.1514588737729345
863,-0.1514588737729345
864,-0.1514588737729345
865,-0.1514588737729345
866,-0.16088480207362266
867,-0.17530135193825436
868,-0.18971790180288606
869,-0.20413445166751878
870,-0.21855100153215049
871,-0.2235704706195857
872,-0.2235704706195857
873,-0.2235704706195857
874,-0.2235704706195857
875,-0.2235704706195857
876,-0.2235704706195857
877,-0.2235704706195857
878,-0.2235704706195857
879,-0.2235704706195857
880,-0.2235704706195857
881,-0.23290985634980085
882,-0.24732640621443358
883,-0.2617429560790663
884,-0.276159505943698
885,-0.29057605580833074
886,-0.29568206746623693
887,-0.29568206746623693
888,-0.29568206746623693
889,-0.29568206746623693
890,-0.29568206746623693
891,-0.29568206746623693
892,-0.29568206746623693
893,-0.29568206746623693
894,-0.29568206746623693
895,-0.29568206746623693
896,-0.29568206746623693
897,-0.29568206746623693
898,-0.29568206746623693
899,-0.29568206746623693
900,-0.29568206746623693
901,-0.29568206746623693
902,-0.29568206746623693
903,-0.29568206746623693
904,-0.29568206746623693
905,-0.29568206746623693
906,-0.2864869193534761
907,-0.2720703694888434
908,-0.2576538196242117
909,-0.24323726975958
910,-0.2288207198949483
911,-0.19607156885177737
912,-0.15282191925788124
913,-0.10957226966398616
914,-0.06632262007009003
915,-0.023072970476193912
916,0.0019017729861463544
917,0.016318322850778052
918,0.030734872715410776
919,0.045151422580043496
920,0.059567972444675196
921,0.0739845223093069
922,0.08840107217393962
923,0.10281762203857131
924,0.11723417190320301
925,0.1316507217678347
926,0.14606727163246744
927,0.16048382149709914
928,0.17490037136173187
929,0.18931692122636457
930,0.20373347109099424
931,0.21815002095562694
932,0.23256657082025864
933,0.24698312068489034
934,0.26139967054952207
935,0.27581622041415377
936,0.30827689622241394
937,0.35152654581631004
938,0.3947761954102072
939,0.4380258450041043
940,0.48127549459800145
941,0.49754549784692637
942,0.49754549784692637
943,0.49754549784692637
944,0.49754549784692637
945,0.49754549784692637
946,0.49754549784692637
947,0.49754549784692637
948,0.49754549784692637
949,0.49754549784692637
950,0.49754549784692637
951,0.4886099774455836
952,0.4741934275809519
953,0.4597768777163202
954,0.4453603278516885
955,0.4309437779870558
956,0.407620555244573
957,0.3787874555153086
958,0.34995435578604417
959,0.3211212560567787
960,0.2922881563275143
961,0.2723328819526113
962,0.2579163320879796
963,0.24349978222334792
964,0.22908323235871622
965,0.2146666824940835
966,0.20909911046032154
967,0.20909911046032154
968,0.20909911046032154
969,0.20909911046032154
970,0.20909911046032154
971,0.18263871953819252
972,0.1393890699442964
973,0.09613942035039927
974,0.05288977075650212
975,0.009640121162604974
976,-0.03360952843129115
977,-0.07685917802518727
978,-0.12010882761908236
979,-0.16335847721297847
980,-0.20660812680687357
981,-0.23233290587998037
982,-0.2467494557446131
983,-0.2611660056092448
984,-0.2755825554738775
985,-0.28999910533851025
986,-0.30441565520314195
987,-0.3188322050677736
988,-0.3332487549324053
989,-0.34766530479703806
990,-0.36208185466166976
991,-0.37649840452630146
992,-0.39091495439093416
993,-0.4053315042555669
994,-0.4197480541201986
995,-0.4341646039848313
996,-0.448581153849463
997,-0.4629977037140947
998,-0.4774142535787274
999,-0.4918308034433591
1000,-0.5062473533079909
1001,-0.5120168580061906
1002,-0.5120168580061906
1003,-0.5120168580061906
1004,-0.5120168580061906
1005,-0.5120168580061906
1006,-0.5120168580061906
1007,-0.5120168580061906
1008,-0.5120168580061906
1009,-0.5120168580061906
1010,-0.5120168580061906
1011,-0.5120168580061906
1012,-0.5120168580061906
1013,-0.5120168580061906
1014,-0.5120168580061906
1015,-0.5120168580061906
1016,-0.5120168580061906
1017,-0.5120168580061906
1018,-0.5120168580061906
1019,-0.5120168580061906
1020,-0.5120168580061906
1021,-0.5120168580061906
1022,-0.5120168580061906
1023,-0.5120168580061906
1024,-0.5120168580061906
1025,-0.5120168580061906
1026,-0.5205196655551672
1027,-0.5349362154197989
1028,-0.5493527652844316
1029,-0.5637693151490633
1030,-0.578185865013696
1031,-0.5841284548528417
1032,-0.5841284548528417
1033,-0.5841284548528417
1034,-0.5841284548528417
1035,-0.5841284548528417
1036,-0.5841284548528417
1037,-0.5841284548528417
1038,-0.5841284548528417
1039,-0.5841284548528417
1040,-0.5841284548528417
1041,-0.5841284548528417
1042,-0.5841284548528417
1043,-0.5841284548528417
1044,-0.5841284548528417
1045,-0.5841284548528417
1046,-0.5841284548528417
1047,-0.5841284548528417
1048,-0.5841284548528417
1049,-0.5841284548528417
1050,-0.5841284548528417
1051,-0.5841284548528417
1052,-0.5841284548528417
1053,-0.5841284548528417
1054,-0.5841284548528417
1055,-0.5841284548528417
1056,-0.5757987324448112
1057,-0.5613821825801795
1058,-0.5469656327155478
1059,-0.5325490828509161
1060,-0.5181325329862834
1061,-0.4954151082371127
1062,-0.4665820085078483
1063,-0.4377489087785839
1064,-0.40891580904931846
1065,-0.380082709320054
1066,-0.3264335275076429
1067,-0.2543507781844834
1068,-0.18226802886132384
1069,-0.11018527953816433
1070,-0.038102530215004815
1071,0.025737039270598165
1072,0.08340323872912803
1073,0.14106943818765688
1074,0.1987356376461857
1075,0.2564018371047156
1076,0.3058537042491765
1077,0.3491033538430716
1078,0.3923530034369677
1079,0.4356026530308628
1080,0.4788523026247589
1081,0.4893600130563522
1082,0.47494346319171943
1083,0.46052691332708773
1084,0.44611036346245503
1085,0.43169381359782233
1086,0.4091206264661061
1087,0.3802875267368427
1088,0.35145442700757823
1089,0.32262132727831483
1090,0.29378822754905043
1091,0.2730829175633799
1092,0.2586663676987472
1093,0.24424981783411548
1094,0.22983326796948275
1095,0.21541671810485002
1096,0.1767033415799087
1097,0.11903714212138088
1098,0.061370942662853055
1099,0.003704743204325241
1100,-0.053961456254202574
1101,-0.11969775040934089
1102,-0.19178049973250144
1103,-0.26386324905566094
1104,-0.33594599837882044
1105,-0.40802874770198
1106,-0.4881527441982603
1107,-0.5746520433860546
1108,-0.6611513425738479
1109,-0.7476506417616422
1110,-0.8341499409494365
1111,-0.8725748422394466
1112,-0.8725748422394466
1113,-0.8725748422394466
1114,-0.8725748422394466
1115,-0.8725748422394466
1116,-0.8725748422394466
1117,-0.8725748422394466
1118,-0.8725748422394466
1119,-0.8725748422394466
1120,-0.8725748422394466
1121,-0.8646201376367998
1122,-0.8502035877721681
1123,-0.8357870379075353
1124,-0.8213704880429036
1125,-0.8069539381782719
1126,-0.8004632453927953
1127,-0.8004632453927953
1128,-0.8004632453927953
1129,-0.8004632453927953
1130,-0.8004632453927953
1131,-0.7767722167257979
1132,-0.7335225671319018
1133,-0.6902729175380067
1134,-0.6470232679441106
1135,-0.6037736183502145
1136,-0.5841284548528417
1137,-0.5841284548528417
1138,-0.5841284548528417
1139,-0.5841284548528417
1140,-0.5841284548528417
1141,-0.5841284548528417
1142,-0.5841284548528417
1143,-0.5841284548528417
1144,-0.5841284548528417
1145,-0.5841284548528417
1146,-0.5841284548528417
1147,-0.5841284548528417
1148,-0.5841284548528417
1149,-0.5841284548528417
1150,-0.5841284548528417
1151,-0.5841284548528417
1152,-0.5841284548528417
1153,-0.5841284548528417
1154,-0.5841284548528417
1155,-0.5841284548528417
1156,-0.5918812267910539
1157,-0.6062977766556835
1158,-0.6207143265203152
1159,-0.6351308763849469
1160,-0.6495474262495786
1161,-0.6485161272847745
1162,-0.6340995774201428
1163,-0.6196830275555101
1164,-0.6052664776908774
1165,-0.5908499278262457
1166,-0.5841284548528417
1167,-0.5841284548528417
1168,-0.5841284548528417
1169,-0.5841284548528417
1170,-0.5841284548528417
1171,-0.5841284548528417
1172,-0.5841284548528417
1173,-0.5841284548528417
1174,-0.5841284548528417
1175,-0.5841284548528417
1176,-0.5841284548528417
1177,-0.5841284548528417
1178,-0.5841284548528417
1179,-0.5841284548528417
1180,-0.5841284548528417
1181,-0.576519920532086
1182,-0.5621033706674533
1183,-0.5476868208028216
1184,-0.5332702709381888
1185,-0.5188537210735571
1186,-0.5120168580061906
1187,-0.5120168580061906
1188,-0.5120168580061906
1189,-0.5120168580061906
1190,-0.5120168580061906
1191,-0.519567697279965
1192,-0.5339842471445967
1193,-0.5484007970092284
1194,-0.5628173468738611
1195,-0.5772338967384907
1196,-0.576606463102561
1197,-0.5621899132379283
1198,-0.5477733633732966
1199,-0.5333568135086639
1200,-0.5189402636440312
1201,-0.5120168580061906
1202,-0.5120168580061906
1203,-0.5120168580061906
1204,-0.5120168580061906
1205,-0.5120168580061906
1206,-0.5045525613028912
1207,-0.49013601143825847
1208,-0.47571946157362677
1209,-0.461302911708994
1210,-0.4468863618443613
1211,-0.4324698119797296
1212,-0.4180532621150979
1213,-0.4036367122504652
1214,-0.3892201623858335
1215,-0.3748036125212018
1216,-0.37520026596920614
1217,-0.38961681583383884
1218,-0.4040333656984716
1219,-0.4184499155631033
1220,-0.432866465427736
1221,-0.4399052611595393
1222,-0.4399052611595393
1223,-0.4399052611595393
1224,-0.4399052611595393
1225,-0.4399052611595393
1226,-0.4399052611595393
1227,-0.4399052611595393
1228,-0.4399052611595393
1229,-0.4399052611595393
1230,-0.4399052611595393
1231,-0.4399052611595393
1232,-0.4399052611595393
1233,-0.4399052611595393
1234,-0.4399052611595393
1235,-0.4399052611595393
1236,-0.432614049597186
1237,-0.41819749973255327
1238,-0.40378094986792157
1239,-0.38936440000328987
1240,-0.37494785013865817
1241,-0.3677936643128881
